Model,Displ,Cyl,Trans,Drive,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,CA,L2,California LEV-II LEV,KCRXT06.45P1,standard SUV,1,13,19,15,2,No,592
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXT06.45P1,standard SUV,1,13,19,15,2,No,592
JEEP Grand Cherokee Trackhawk,6.2,8,Auto-8,4WD,CA,L2,California LEV-II LEV,KCRXT06.25P1,standard SUV,1,11,17,13,1,No,664
JEEP Grand Cherokee Trackhawk,6.2,8,Auto-8,4WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXT06.25P1,standard SUV,1,11,17,13,1,No,664
JEEP Renegade,1.3,4,Auto-9,2WD,CA,L3ULEV50,California LEV-III ULEV50,KCRXT01.35P0,small SUV,6,24,32,27,6,No,328
JEEP Renegade,1.3,4,Auto-9,2WD,FA,T3B50,Federal Tier 3 Bin 50,KCRXT01.35P0,small SUV,6,24,32,27,6,No,328
JEEP Renegade,1.3,4,Auto-9,4WD,CA,L3ULEV50,California LEV-III ULEV50,KCRXT01.35P0,small SUV,6,23,29,26,5,No,348
JEEP Renegade,1.3,4,Auto-9,4WD,FA,T3B50,Federal Tier 3 Bin 50,KCRXT01.35P0,small SUV,6,23,29,26,5,No,348
JEEP Renegade,2.4,4,Auto-9,2WD,CA,L3ULEV70,California LEV-III ULEV70,KCRXT02.45P4,small SUV,5,22,30,25,5,No,357
JEEP Renegade,2.4,4,Auto-9,2WD,FA,T3B70,Federal Tier 3 Bin 70,KCRXT02.45P4,small SUV,5,22,30,25,5,No,357
JEEP Renegade,2.4,4,Auto-9,2WD,CA,L3SULEV30,California LEV-III SULEV30,KCRXT02.45P5,small SUV,7,22,30,25,5,No,357
JEEP Renegade,2.4,4,Auto-9,2WD,FA,T3B30,Federal Tier 3 Bin 30,KCRXT02.45P5,small SUV,7,22,30,25,5,No,357
JEEP Renegade,2.4,4,Auto-9,4WD,CA,L3ULEV70,California LEV-III ULEV70,KCRXT02.45P4,small SUV,5,21,29,24,5,No,371
JEEP Renegade,2.4,4,Auto-9,4WD,FA,T3B70,Federal Tier 3 Bin 70,KCRXT02.45P4,small SUV,5,21,29,24,5,No,371
JEEP Renegade,2.4,4,Auto-9,4WD,CA,L3SULEV30,California LEV-III SULEV30,KCRXT02.45P5,small SUV,7,21,29,24,5,No,371
JEEP Renegade,2.4,4,Auto-9,4WD,FA,T3B30,Federal Tier 3 Bin 30,KCRXT02.45P5,small SUV,7,21,29,24,5,No,371
JEEP Renegade Trailhawk,1.3,4,Auto-9,4WD,CA,L3ULEV50,California LEV-III ULEV50,KCRXT01.35P0,small SUV,6,22,27,24,5,No,370
JEEP Renegade Trailhawk,1.3,4,Auto-9,4WD,FA,T3B50,Federal Tier 3 Bin 50,KCRXT01.35P0,small SUV,6,22,27,24,5,No,370
JEEP Wrangler,2,4,Auto-8,4WD,FA,T3B85,Federal Tier 3 Transitional Bin 85,KCRXT02.05P1,small SUV,5,23,25,24,5,No,375
JEEP Wrangler,3.6,6,Auto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KCRXT03.65P0,small SUV,5,18,23,20,4,No,440
JEEP Wrangler,3.6,6,Auto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KCRXT03.65P0,small SUV,5,18,23,20,4,No,440
JEEP Wrangler,3.6,6,Man-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KCRXT03.65P0,small SUV,5,17,25,20,4,No,446
JEEP Wrangler,3.6,6,Man-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KCRXT03.65P0,small SUV,5,17,25,20,4,No,446
JEEP Wrangler Unlimited,2,4,Auto-8,4WD,FA,T3B85,Federal Tier 3 Transitional Bin 85,KCRXT02.05P1,small SUV,5,22,24,22,4,No,394
JEEP Wrangler Unlimited,3.6,6,Auto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KCRXT03.65P0,small SUV,5,18,23,20,4,No,443
JEEP Wrangler Unlimited,3.6,6,Auto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KCRXT03.65P0,small SUV,5,18,23,20,4,No,443
JEEP Wrangler Unlimited,3.6,6,Man-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KCRXT03.65P0,small SUV,5,17,23,19,3,No,459
JEEP Wrangler Unlimited,3.6,6,Man-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KCRXT03.65P0,small SUV,5,17,23,19,3,No,459
KIA Cadenza,3.3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV03.3FJF,large car,3,20,27,23,5,No,386
KIA Cadenza,3.3,6,SemiAuto-8,2WD,CA,U2,California LEV-II ULEV,KKMXV03.3FJF,large car,3,20,27,23,5,No,386
KIA Forte,2,4,CVT,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXV02.0CE3,midsize car,7,30,40,34,8,Yes,267
KIA Forte,2,4,CVT,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXV02.0CE3,midsize car,7,30,40,34,8,Yes,267
KIA Forte,2,4,CVT,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.0CE5,midsize car,5,30,40,34,8,Yes,267
KIA Forte,2,4,CVT,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.0CE5,midsize car,5,30,40,34,8,Yes,267
KIA Forte,2,4,Man-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.0CE5,midsize car,5,27,37,31,7,Yes,290
KIA Forte,2,4,Man-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.0CE5,midsize car,5,27,37,31,7,Yes,290
KIA Forte FE,2,4,CVT,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.0CE5,midsize car,5,31,41,35,8,Yes,256
KIA Forte FE,2,4,CVT,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.0CE5,midsize car,5,31,41,35,8,Yes,256
KIA K900,3.3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV03.3GK6,large car,3,18,25,21,4,No,431
KIA K900,3.3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV03.3GK6,large car,3,18,25,21,4,No,431
KIA Niro,1.6,4,AutoMan-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXV01.6L13,station wagon,7,51,46,49,10,Elite,183
KIA Niro,1.6,4,AutoMan-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXV01.6L13,station wagon,7,51,46,49,10,Elite,183
KIA Niro FE,1.6,4,AutoMan-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXV01.6L13,station wagon,7,52,49,50,10,Elite,177
KIA Niro FE,1.6,4,AutoMan-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXV01.6L13,station wagon,7,52,49,50,10,Elite,177
KIA Niro Touring,1.6,4,AutoMan-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXV01.6L13,station wagon,7,46,40,43,9,Yes,207
KIA Niro Touring,1.6,4,AutoMan-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXV01.6L13,station wagon,7,46,40,43,9,Yes,207
KIA Optima,1.6,4,AutoMan-7,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV01.6DC5,large car,5,27,37,31,7,Yes,292
KIA Optima,1.6,4,AutoMan-7,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV01.6DC5,large car,5,27,37,31,7,Yes,292
KIA Optima,2,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.0DG5,large car,5,21,30,24,5,No,371
KIA Optima,2,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.0DG5,large car,5,21,30,24,5,No,371
KIA Optima,2.4,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXV02.4DH3,large car,7,24,33,27,6,No,327
KIA Optima,2.4,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXV02.4DH3,large car,7,24,33,27,6,No,327
KIA Optima,2.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.4DH5,large car,5,24,33,27,6,No,327
KIA Optima,2.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.4DH5,large car,5,24,33,27,6,No,327
KIA Optima FE,2.4,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXV02.4DH3,large car,7,25,35,29,6,No,325
KIA Optima FE,2.4,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXV02.4DH3,large car,7,25,35,29,6,No,325
KIA Optima FE,2.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.4DH5,large car,5,25,35,29,6,No,325
KIA Optima FE,2.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.4DH5,large car,5,25,35,29,6,No,325
KIA Optima Hybrid,2,4,AutoMan-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV02.0D16,midsize car,3,39,45,41,9,Yes,215
KIA Optima Hybrid,2,4,AutoMan-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV02.0D16,midsize car,3,39,45,41,9,Yes,215
KIA Rio,1.6,4,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV01.6AA6,small car,3,29,37,32,7,Yes,278
KIA Rio,1.6,4,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV01.6AA6,small car,3,29,37,32,7,Yes,278
KIA Rio,1.6,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV01.6AA6,small car,3,28,37,32,7,Yes,280
KIA Rio,1.6,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV01.6AA6,small car,3,28,37,32,7,Yes,280
KIA Sedona,3.3,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXT03.3KJ5,minivan,5,18,24,21,4,No,437
KIA Sedona,3.3,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXT03.3KJ5,minivan,5,18,24,21,4,No,437
KIA Sorento,2.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.4JH5,small SUV,5,22,29,25,5,No,363
KIA Sorento,2.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.4JH5,small SUV,5,22,29,25,5,No,363
KIA Sorento,2.4,4,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.4JH5,small SUV,5,21,26,23,5,No,389
KIA Sorento,2.4,4,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.4JH5,small SUV,5,21,26,23,5,No,389
KIA Sorento,3.3,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV03.3JJ5,small SUV,5,19,26,22,4,No,416
KIA Sorento,3.3,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV03.3JJ5,small SUV,5,19,26,22,4,No,416
KIA Sorento,3.3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV03.3JJ5,small SUV,5,19,24,21,4,No,428
KIA Sorento,3.3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV03.3JJ5,small SUV,5,19,24,21,4,No,428
KIA Soul,1.6,4,AutoMan-7,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV01.6BCF,station wagon,3,26,31,28,6,No,320
KIA Soul,1.6,4,AutoMan-7,2WD,CA,U2,California LEV-II ULEV,KKMXV01.6BCF,station wagon,3,26,31,28,6,No,320
KIA Soul,1.6,4,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV01.6BA6,station wagon,3,24,30,27,6,No,335
KIA Soul,1.6,4,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV01.6BA6,station wagon,3,24,30,27,6,No,335
KIA Soul,1.6,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV01.6BA6,station wagon,3,26,31,28,6,No,319
KIA Soul,1.6,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV01.6BA6,station wagon,3,26,31,28,6,No,319
KIA Soul,2,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXV02.0BF3,station wagon,7,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXV02.0BF3,station wagon,7,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXV02.0BF5,station wagon,5,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXV02.0BF5,station wagon,5,25,30,27,6,No,334
KIA Sportage,2,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXT02.0HGF,small SUV,3,21,26,23,5,No,392
KIA Sportage,2,4,SemiAuto-6,2WD,CA,U2,California LEV-II ULEV,KKMXT02.0HGF,small SUV,3,21,26,23,5,No,392
KIA Sportage,2,4,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXT02.0HGF,small SUV,3,20,23,21,4,No,424
KIA Sportage,2,4,SemiAuto-6,4WD,CA,U2,California LEV-II ULEV,KKMXT02.0HGF,small SUV,3,20,23,21,4,No,424
KIA Sportage,2.4,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXT02.4HH3,small SUV,7,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXT02.4HH3,small SUV,7,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXT02.4HH5,small SUV,5,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXT02.4HH5,small SUV,5,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXT02.4HH3,small SUV,7,21,25,23,5,No,397
KIA Sportage,2.4,4,SemiAuto-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXT02.4HH3,small SUV,7,21,25,23,5,No,397
KIA Sportage,2.4,4,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXT02.4HH5,small SUV,5,21,25,23,5,No,397
KIA Sportage,2.4,4,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXT02.4HH5,small SUV,5,21,25,23,5,No,397
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXT02.4HH3,small SUV,7,23,30,25,5,No,353
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXT02.4HH3,small SUV,7,23,30,25,5,No,353
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXT02.4HH5,small SUV,5,23,30,25,5,No,353
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXT02.4HH5,small SUV,5,23,30,25,5,No,353
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KKMXT02.4HH3,small SUV,7,21,25,22,4,No,400
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KKMXT02.4HH3,small SUV,7,21,25,22,4,No,400
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KKMXT02.4HH5,small SUV,5,21,25,22,4,No,400
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KKMXT02.4HH5,small SUV,5,21,25,22,4,No,400
KIA Stinger,2,4,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV02.0EG6,midsize car,3,22,29,25,5,No,365
KIA Stinger,2,4,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV02.0EG6,midsize car,3,22,29,25,5,No,365
KIA Stinger,2,4,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV02.0EG6,midsize car,3,21,29,24,5,No,368
KIA Stinger,2,4,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV02.0EG6,midsize car,3,21,29,24,5,No,368
KIA Stinger,3.3,6,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV03.3EJ6,midsize car,3,17,25,20,4,No,446
KIA Stinger,3.3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV03.3EJ6,midsize car,3,17,25,20,4,No,446
KIA Stinger,3.3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KKMXV03.3EJ6,midsize car,3,17,25,20,4,No,445
KIA Stinger,3.3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KKMXV03.3EJ6,midsize car,3,17,25,20,4,No,445
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,CA,L3LEV160,California LEV-III LEV160,KVGAV06.5LDR,small car,1,9,15,11,1,No,784
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV06.5LDR,small car,1,9,15,11,1,No,784
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,CA,L3LEV160,California LEV-III LEV160,KVGAV06.5LDR,small car,1,9,15,11,1,No,794
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV06.5LDR,small car,1,9,15,11,1,No,794
LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,CA,L3LEV160,California LEV-III LEV160,KVGAV05.2NBE,small car,1,13,18,15,2,No,585
LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV05.2NBE,small car,1,13,18,15,2,No,585
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,CA,L3LEV160,California LEV-III LEV160,KVGAV05.2NBE,small car,1,13,18,15,2,No,592
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV05.2NBE,small car,1,13,18,15,2,No,592
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,CA,L3LEV160,California LEV-III LEV160,KVGAV05.2NDE,small car,1,13,18,15,2,No,592
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV05.2NDE,small car,1,13,18,15,2,No,592
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,CA,L3LEV160,California LEV-III LEV160,KVGAV05.2NBE,small car,1,13,18,15,2,No,585
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV05.2NBE,small car,1,13,18,15,2,No,585
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,CA,L3LEV160,California LEV-III LEV160,KVGAV05.2NBE,small car,1,13,18,15,2,No,592
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV05.2NBE,small car,1,13,18,15,2,No,592
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,CA,L3LEV160,California LEV-III LEV160,KVGAV05.2NDE,small car,1,13,18,15,2,No,592
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV05.2NDE,small car,1,13,18,15,2,No,592
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
LAND ROVER Discovery,3,6,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT03.0FSP,standard SUV,7,16,21,18,3,No,500
LAND ROVER Discovery,3,6,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT03.0FSP,standard SUV,7,16,21,18,3,No,500
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT02.0RTV,small SUV,7,21,25,22,4,No,395
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT02.0RTV,small SUV,7,21,25,22,4,No,395
LAND ROVER Discovery Sport Si4,2,4,SemiAuto-9,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT02.0RTV,small SUV,7,20,25,22,4,No,402
LAND ROVER Discovery Sport Si4,2,4,SemiAuto-9,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT02.0RTV,small SUV,7,20,25,22,4,No,402
LAND ROVER Range Rover,5,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover,5,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover Evoque 237HP,2,4,SemiAuto-9,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT02.0RTV,small SUV,7,22,29,25,5,No,362
LAND ROVER Range Rover Evoque 237HP,2,4,SemiAuto-9,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT02.0RTV,small SUV,7,22,29,25,5,No,362
LAND ROVER Range Rover Evoque 286HP,2,4,SemiAuto-9,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT02.0RTV,small SUV,7,21,29,24,5,No,377
LAND ROVER Range Rover Evoque 286HP,2,4,SemiAuto-9,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT02.0RTV,small SUV,7,21,29,24,5,No,377
LAND ROVER Range Rover Evoque Cabriolet,2,4,SemiAuto-9,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT02.0RTV,small SUV,7,21,29,24,5,No,371
LAND ROVER Range Rover Evoque Cabriolet,2,4,SemiAuto-9,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT02.0RTV,small SUV,7,21,29,24,5,No,371
LAND ROVER Range Rover LWB,5,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover LWB,5,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover LWB SVA,5,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
LAND ROVER Range Rover LWB SVA,5,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
LAND ROVER Range Rover SV,5,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
LAND ROVER Range Rover SV,5,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
LAND ROVER Range Rover SVA,3,6,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT03.0FSP,standard SUV,7,17,23,19,3,No,468
LAND ROVER Range Rover SVA,3,6,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT03.0FSP,standard SUV,7,17,23,19,3,No,468
LAND ROVER Range Rover SVA,5,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
LAND ROVER Range Rover SVA,5,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT03.0FSP,standard SUV,7,17,23,19,3,No,468
LAND ROVER Range Rover Sport,3,6,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT03.0FSP,standard SUV,7,17,23,19,3,No,468
LAND ROVER Range Rover Sport,5,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KJLXT05.0FSN,standard SUV,3,17,22,19,3,No,474
LAND ROVER Range Rover Sport,5,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KJLXT05.0FSN,standard SUV,3,17,22,19,3,No,474
LAND ROVER Range Rover Sport MHEV,3,6,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXT03.0HTR,standard SUV,7,19,25,21,4,No,425
LAND ROVER Range Rover Sport MHEV,3,6,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXT03.0HTR,standard SUV,7,19,25,21,4,No,425
LAND ROVER Range Rover Sport SVR,5,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KJLXT05.0FSN,standard SUV,3,15,20,16,2,No,540
LAND ROVER Range Rover Sport SVR,5,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KJLXT05.0FSN,standard SUV,3,15,20,16,2,No,540
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXJ02.0RTX,small SUV,7,21,27,23,5,No,384
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXJ02.0RTX,small SUV,7,21,27,23,5,No,384
LAND ROVER Range Rover Velar,3,6,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
LAND ROVER Range Rover Velar,3,6,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
LEXUS ES 300h,2.5,4,SCV-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KTYXV02.5P33,midsize car,7,43,45,44,10,Elite,201
LEXUS ES 300h,2.5,4,SCV-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KTYXV02.5P33,midsize car,7,43,45,44,10,Elite,201
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5B,midsize car,5,22,33,26,5,No,343
