Model,Displ,Cyl,Trans,Drive,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KCRXJ02.95P0,small SUV,3,17,23,19,3,No,470
ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KCRXJ02.95P0,small SUV,3,17,23,19,3,No,470
ASTON MARTIN DB11,4,8,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KASXV04.0AES,small car,3,18,24,20,4,No,431
ASTON MARTIN DB11,4,8,SemiAuto-8,2WD,CA,U2,California LEV-II ULEV,KASXV04.0AES,small car,3,18,24,20,4,No,431
ASTON MARTIN DB11,5.2,12,SemiAuto-8,2WD,CA,L2ULEV125,California LEV-II ULEV125,KASXV05.2AM5,small car,3,15,22,18,3,No,497
ASTON MARTIN DB11,5.2,12,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KASXV05.2AM5,small car,3,15,22,18,3,No,497
ASTON MARTIN DBS,5.2,12,SemiAuto-8,2WD,CA,L2ULEV125,California LEV-II ULEV125,KASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN DBS,5.2,12,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN Rapide S,6,12,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KASXV06.0VHB,small car,3,14,21,17,3,No,533
ASTON MARTIN Rapide S,6,12,SemiAuto-8,2WD,CA,U2,California LEV-II ULEV,KASXV06.0VHB,small car,3,14,21,17,3,No,533
ASTON MARTIN Vanquish S,6,12,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KASXV06.0VHB,small car,3,13,21,16,2,No,555
ASTON MARTIN Vanquish S,6,12,SemiAuto-8,2WD,CA,U2,California LEV-II ULEV,KASXV06.0VHB,small car,3,13,21,16,2,No,555
AUDI A3,2,4,AMS-7,2WD,CA,L3SULEV30,California LEV-III SULEV30,KVGAJ02.0A3A,small car,7,26,35,29,6,No,303
AUDI A3,2,4,AMS-7,2WD,FA,T3B30,Federal Tier 3 Bin 30,KVGAJ02.0A3A,small car,7,26,35,29,6,No,303
AUDI A3,2,4,AMS-7,4WD,CA,L3SULEV30,California LEV-III SULEV30,KVGAJ02.0A3A,small car,7,22,30,25,5,No,362
AUDI A3,2,4,AMS-7,4WD,FA,T3B30,Federal Tier 3 Bin 30,KVGAJ02.0A3A,small car,7,22,30,25,5,No,362
AUDI A3 Cabriolet,2,4,AMS-7,2WD,CA,L3SULEV30,California LEV-III SULEV30,KVGAJ02.0A3A,small car,7,26,35,29,6,No,303
AUDI A3 Cabriolet,2,4,AMS-7,2WD,FA,T3B30,Federal Tier 3 Bin 30,KVGAJ02.0A3A,small car,7,26,35,29,6,No,303
AUDI A3 Cabriolet,2,4,AMS-7,4WD,CA,L3SULEV30,California LEV-III SULEV30,KVGAJ02.0A3A,small car,7,22,30,25,5,No,355
AUDI A3 Cabriolet,2,4,AMS-7,4WD,FA,T3B30,Federal Tier 3 Bin 30,KVGAJ02.0A3A,small car,7,22,30,25,5,No,355
AUDI A4,2,4,AMS-7,2WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV02.0A7C,small car,5,27,34,30,7,Yes,292
AUDI A4,2,4,AMS-7,2WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV02.0A7C,small car,5,27,34,30,7,Yes,292
AUDI A4,2,4,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV02.0A7C,small car,5,23,34,27,6,No,328
AUDI A4,2,4,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV02.0A7C,small car,5,23,34,27,6,No,328
AUDI A4 allroad quattro,2,4,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV02.0A7C,station wagon,5,22,29,25,5,No,356
AUDI A4 allroad quattro,2,4,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV02.0A7C,station wagon,5,22,29,25,5,No,356
AUDI A5,2,4,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV02.0A7C,small car,5,23,34,27,6,No,328
AUDI A5,2,4,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV02.0A7C,small car,5,23,34,27,6,No,328
AUDI A5 Cabriolet,2,4,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV02.0A7C,small car,5,23,34,27,6,No,328
AUDI A5 Cabriolet,2,4,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV02.0A7C,small car,5,23,34,27,6,No,328
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV02.0A7C,midsize car,5,23,34,27,6,No,328
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV02.0A7C,midsize car,5,23,34,27,6,No,328
AUDI A6,2,4,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV02.0A7M,midsize car,5,24,32,27,6,No,329
AUDI A6,2,4,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV02.0A7M,midsize car,5,24,32,27,6,No,329
AUDI A6,3,6,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV03.0N7N,midsize car,5,22,29,25,5,No,360
AUDI A6,3,6,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV03.0N7N,midsize car,5,22,29,25,5,No,360
AUDI A7,3,6,AMS-7,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAV03.0N7N,midsize car,5,22,29,25,5,No,360
AUDI A7,3,6,AMS-7,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAV03.0N7N,midsize car,5,22,29,25,5,No,360
AUDI A8 L,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAJ03.0NAM,large car,3,19,27,22,4,No,405
AUDI A8 L,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAJ03.0NAM,large car,3,19,27,22,4,No,405
AUDI Q3,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KVGAJ02.0A3A,small car,7,19,27,22,4,No,399
AUDI Q3,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KVGAJ02.0A3A,small car,7,19,27,22,4,No,399
AUDI Q5,2,4,SemiAuto-7,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAJ02.0AAC,small SUV,3,22,27,24,5,No,372
AUDI Q5,2,4,SemiAuto-7,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAJ02.0AAC,small SUV,3,22,27,24,5,No,372
AUDI Q7,2,4,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAJ02.0AAC,standard SUV,3,19,25,21,4,No,415
AUDI Q7,2,4,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAJ02.0AAC,standard SUV,3,19,25,21,4,No,415
AUDI Q7,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAT03.0AUE,standard SUV,3,19,25,21,4,No,419
AUDI Q7,3,6,SemiAuto-8,4WD,CA,U2,California LEV-II ULEV,KVGAT03.0AUE,standard SUV,3,19,25,21,4,No,419
AUDI Q8,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAJ03.0NAM,standard SUV,3,17,22,19,3,No,474
AUDI Q8,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAJ03.0NAM,standard SUV,3,17,22,19,3,No,474
AUDI RS 3,2.5,5,AMS-7,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAV02.5NAG,small car,3,19,28,22,4,No,397
AUDI RS 3,2.5,5,AMS-7,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAV02.5NAG,small car,3,19,28,22,4,No,397
AUDI RS 5,2.9,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAJ03.0N7F,small car,5,18,27,21,4,No,422
AUDI RS 5,2.9,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAJ03.0N7F,small car,5,18,27,21,4,No,422
AUDI RS 5 Sportback,2.9,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAJ03.0N7F,midsize car,5,17,26,20,4,No,431
AUDI RS 5 Sportback,2.9,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAJ03.0N7F,midsize car,5,17,26,20,4,No,431
AUDI S3,2,4,AMS-7,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAV02.0AAB,small car,3,22,29,25,5,No,358
AUDI S3,2,4,AMS-7,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAV02.0AAB,small car,3,22,29,25,5,No,358
AUDI S4,3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAJ03.0N7F,small car,5,21,30,24,5,No,371
AUDI S4,3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAJ03.0N7F,small car,5,21,30,24,5,No,371
AUDI S5,3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAJ03.0N7F,small car,5,21,30,24,5,No,371
AUDI S5,3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAJ03.0N7F,small car,5,21,30,24,5,No,371
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAJ03.0N7F,small car,5,21,29,24,5,No,377
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAJ03.0N7F,small car,5,21,29,24,5,No,377
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAJ03.0N7F,midsize car,5,21,30,24,5,No,371
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAJ03.0N7F,midsize car,5,21,30,24,5,No,371
AUDI SQ5,3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KVGAJ03.0N7F,small SUV,5,19,24,21,4,No,434
AUDI SQ5,3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KVGAJ03.0N7F,small SUV,5,19,24,21,4,No,434
AUDI TT Coupe,2,4,AMS-7,4WD,CA,L3SULEV30,California LEV-III SULEV30,KVGAJ02.0A3A,small car,7,23,31,26,5,No,340
AUDI TT Coupe,2,4,AMS-7,4WD,FA,T3B30,Federal Tier 3 Bin 30,KVGAJ02.0A3A,small car,7,23,31,26,5,No,340
AUDI TT RS,2.5,5,AMS-7,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAV02.5NAG,small car,3,20,28,23,5,No,388
AUDI TT RS,2.5,5,AMS-7,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAV02.5NAG,small car,3,20,28,23,5,No,388
AUDI TT Roadster,2,4,AMS-7,4WD,CA,L3SULEV30,California LEV-III SULEV30,KVGAJ02.0A3A,small car,7,23,31,26,5,No,340
AUDI TT Roadster,2,4,AMS-7,4WD,FA,T3B30,Federal Tier 3 Bin 30,KVGAJ02.0A3A,small car,7,23,31,26,5,No,340
AUDI TTS Coupe,2,4,AMS-7,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAV02.0AAB,small car,3,23,29,25,5,No,354
AUDI TTS Coupe,2,4,AMS-7,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAV02.0AAB,small car,3,23,29,25,5,No,354
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KVGAT04.0PAA,standard SUV,3,14,23,17,3,No,508
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KVGAT04.0PAA,standard SUV,3,14,23,17,3,No,508
BENTLEY Chiron,8,16,AMS-7,4WD,CA,L3LEV160,California LEV-III LEV160,KVGAV08.0GLB,small car,1,9,14,11,1,No,840
BENTLEY Chiron,8,16,AMS-7,4WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV08.0GLB,small car,1,9,14,11,1,No,840
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,CA,L3LEV160,California LEV-III LEV160,KVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
BMW 230i Convertible,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,333
BMW 230i Convertible,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,333
BMW 230i Coupe,2,4,Man-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,21,32,25,5,No,356
BMW 230i Coupe,2,4,Man-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,21,32,25,5,No,356
BMW 230i Coupe,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,35,28,6,No,318
BMW 230i Coupe,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,35,28,6,No,318
BMW 230i xDrive Convertible,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 230i xDrive Convertible,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,33,27,6,No,326
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,33,27,6,No,326
BMW 330i,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,26,36,30,7,Yes,299
BMW 330i,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,26,36,30,7,Yes,299
BMW 330i,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 330i,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 330i Gran Turismo,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,large car,7,23,33,27,6,No,331
BMW 330i Gran Turismo,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,large car,7,23,33,27,6,No,331
BMW 330i Sports Wagon,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,station wagon,7,23,33,27,6,No,331
BMW 330i Sports Wagon,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,station wagon,7,23,33,27,6,No,331
BMW 340i Gran Turismo,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 340i Gran Turismo,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 430i Convertible,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Convertible,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Convertible,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,22,32,26,5,No,344
BMW 430i Convertible,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,22,32,26,5,No,344
BMW 430i Coupe,2,4,Man-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,21,33,25,5,No,351
BMW 430i Coupe,2,4,Man-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,21,33,25,5,No,351
BMW 430i Coupe,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Coupe,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Coupe,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Coupe,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 440i Convertible,3,6,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,29,24,5,No,371
BMW 440i Convertible,3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,29,24,5,No,371
BMW 440i Convertible,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,20,29,23,5,No,383
BMW 440i Convertible,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,20,29,23,5,No,383
BMW 440i Coupe,3,6,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,18,28,22,4,No,405
BMW 440i Coupe,3,6,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,18,28,22,4,No,405
BMW 440i Coupe,3,6,Man-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,18,28,21,4,No,413
BMW 440i Coupe,3,6,Man-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,18,28,21,4,No,413
BMW 440i Coupe,3,6,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Coupe,3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Coupe,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Coupe,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Gran Coupe,3,6,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Gran Coupe,3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Gran Coupe,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Gran Coupe,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 530i,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 530i,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 530i,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,midsize car,7,23,33,27,6,No,331
BMW 530i,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,midsize car,7,23,33,27,6,No,331
BMW 540i,3,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 540i,3,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 540i,3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 540i,3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 640i Gran Coupe,3,6,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,small car,3,19,28,22,4,No,397
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,small car,3,19,28,22,4,No,397
BMW 640i Gran Turismo,3,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,large car,5,20,28,23,5,No,388
BMW 640i Gran Turismo,3,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,large car,5,20,28,23,5,No,388
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,18,26,21,4,No,432
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,18,26,21,4,No,432
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW 740i,3,6,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,large car,3,21,29,24,5,No,371
BMW 740i,3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,large car,3,21,29,24,5,No,371
BMW 740i,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 740i,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 750i,4.4,8,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,18,26,21,4,No,432
BMW 750i,4.4,8,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,18,26,21,4,No,432
BMW 750i,4.4,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW 750i,4.4,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW M2 Competition,3,6,AMS-7,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M2 Competition,3,6,AMS-7,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M2 Competition,3,6,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M2 Competition,3,6,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M240i Convertible,3,6,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Convertible,3,6,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Convertible,3,6,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Convertible,3,6,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Convertible,3,6,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M240i Convertible,3,6,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M240i Coupe,3,6,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Coupe,3,6,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
